date,date,temperature,relative_humidity,dew_point,precipitation (mm),rain (mm),snowfall (cm),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),cloud_cover_low (%),cloud_cover_mid (%),cloud_cover_high (%),vapour_pressure_deficit (kPa),wind_speed_10m (km/h),wind_direction,is_Day
1998-06-16,1998-06-19,25.875595238095237,81.57142857142857,22.185714285714287,0.050595238095238096,0.050595238095238096,0.0,1005.2571428571429,940.8696428571428,74.58333333333334,55.297619047619044,19.595238095238095,56.797619047619044,0.694404761904762,18.435714285714287,251.2797619047619,0.5416666666666666
1998-06-23,1998-06-26,25.08154761904762,87.47619047619048,22.701785714285712,0.7755952380952381,0.7755952380952381,0.0,1001.5660714285715,937.2559523809524,91.9940476190476,76.48214285714286,34.833333333333336,79.80952380952381,0.44434523809523807,12.251785714285715,236.94642857142858,0.5416666666666666
1998-06-30,1998-07-03,23.586309523809522,92.19047619047619,22.208333333333336,0.39285714285714285,0.39285714285714285,0.0,1002.235119047619,937.5690476190476,98.53571428571429,84.36309523809523,59.00595238095237,88.45833333333334,0.23654761904761903,22.267261904761906,235.10119047619045,0.5416666666666666
1998-07-07,1998-07-10,23.510714285714283,91.69642857142857,22.029166666666665,0.5077380952380952,0.5077380952380952,0.0,1004.2011904761904,939.395238095238,95.125,78.58333333333334,45.25,85.52380952380952,0.25589285714285714,21.380952380952383,242.69047619047618,0.5416666666666666
1998-07-14,1998-07-17,23.98154761904762,88.69642857142857,21.89940476190476,0.12261904761904763,0.12261904761904763,0.0,1008.0095238095238,943.0517857142858,89.77380952380953,71.02380952380953,23.238095238095237,80.01785714285714,0.3642261904761905,15.388095238095238,246.3869047619048,0.5416666666666666
1998-07-21,1998-07-24,24.136904761904763,88.33333333333334,21.98928571428571,0.1351190476190476,0.1351190476190476,0.0,1006.4077380952382,941.5910714285714,89.57142857142857,71.20833333333333,21.654761904761905,73.65476190476191,0.3788095238095238,11.780357142857143,256.8095238095238,0.5416666666666666
1998-07-28,1998-07-31,23.336309523809522,93.29166666666666,22.14702380952381,0.443452380952381,0.443452380952381,0.0,1005.302380952381,940.385119047619,98.83928571428571,82.98214285714286,50.32142857142857,84.55952380952381,0.2055952380952381,14.304761904761905,251.7797619047619,0.5416666666666666
1998-08-04,1998-08-07,23.479166666666668,91.53571428571429,21.97738095238095,0.2571428571428572,0.2571428571428572,0.0,1005.7875000000001,940.8714285714286,97.60714285714286,83.63095238095238,48.42261904761905,71.98809523809523,0.2579166666666667,17.661309523809525,255.5238095238095,0.5416666666666666
1998-08-11,1998-08-14,23.265476190476193,90.79761904761905,21.611309523809524,0.36428571428571427,0.36428571428571427,0.0,1007.3232142857142,942.2642857142857,93.08333333333334,73.76190476190474,34.898809523809526,84.95833333333334,0.28154761904761905,16.442261904761903,248.36309523809524,0.5416666666666666
1998-08-18,1998-08-21,24.557738095238097,86.89880952380952,22.065476190476193,0.2898809523809524,0.2898809523809524,0.0,1006.9958333333334,942.2285714285715,72.61904761904762,44.232142857142854,17.017857142857142,83.89285714285714,0.4539880952380952,7.99047619047619,232.16071428571428,0.5416666666666666
1998-08-25,1998-08-28,23.48392857142857,92.33928571428571,22.104761904761904,0.593452380952381,0.593452380952381,0.0,1007.1095238095238,942.1077380952381,94.33333333333334,80.36904761904762,45.214285714285715,75.69642857142857,0.24291666666666664,13.963095238095239,233.26190476190476,0.5416666666666666
1998-09-01,1998-09-04,23.807142857142857,89.45238095238096,21.866071428571427,0.2702380952380952,0.2702380952380952,0.0,1009.3440476190475,944.2672619047619,82.79761904761905,61.3095238095238,26.047619047619047,64.54761904761905,0.34113095238095237,10.445238095238096,279.33333333333337,0.5416666666666666
1998-09-08,1998-09-11,23.402380952380952,91.91666666666666,21.95952380952381,0.3220238095238095,0.3220238095238095,0.0,1006.9119047619048,941.9089285714286,92.76190476190477,80.73809523809523,37.25595238095237,79.75,0.2530357142857143,13.369642857142859,275.3511904761905,0.5416666666666666
1998-09-15,1998-09-18,22.861309523809524,92.33928571428571,21.489880952380954,0.4255952380952381,0.4255952380952381,0.0,1006.1839285714286,941.1125000000001,92.47619047619048,74.83333333333334,57.19047619047619,69.85119047619047,0.23166666666666666,15.70952380952381,245.58333333333331,0.5416666666666666
1998-09-22,1998-09-25,24.047619047619047,85.91071428571429,21.33690476190476,0.05416666666666666,0.05416666666666666,0.0,1009.5595238095239,944.5190476190476,62.375,41.57142857142857,25.392857142857142,46.52380952380952,0.47767857142857145,9.070238095238095,186.07738095238096,0.5178571428571429
1998-09-29,1998-10-02,24.890476190476193,84.67857142857143,21.911309523809525,0.15416666666666665,0.15416666666666665,0.0,1008.9720238095239,944.145238095238,46.68452380952381,33.767857142857146,17.148809523809526,32.86904761904762,0.5498809523809524,7.866666666666666,169.61904761904762,0.5
1998-10-06,1998-10-09,25.592857142857145,79.07738095238095,21.45416666666667,0.013095238095238094,0.013095238095238094,0.0,1008.2434523809524,943.6059523809524,21.375,6.946428571428571,13.529761904761903,23.291666666666664,0.7613095238095238,9.91845238095238,90.33928571428571,0.5
1998-10-13,1998-10-16,23.182738095238097,85.45833333333334,20.398214285714285,0.30654761904761907,0.30654761904761907,0.0,1009.2851190476191,944.0785714285714,63.660714285714285,53.726190476190474,27.583333333333332,30.440476190476193,0.4575,12.403571428571428,235.47619047619045,0.48214285714285715
1998-10-20,1998-10-23,22.90059523809524,74.98809523809523,17.76666666666667,0.0017857142857142859,0.0017857142857142859,0.0,1012.525,947.0482142857143,28.24404761904762,11.654761904761903,28.404761904761905,2.291666666666667,0.7896428571428571,5.00297619047619,204.82738095238093,0.4583333333333333
1998-10-27,1998-10-30,23.885714285714283,65.72619047619048,16.47797619047619,0.0,0.0,0.0,1012.432738095238,947.1630952380953,27.309523809523807,9.059523809523808,17.761904761904763,29.1547619047619,1.1226190476190476,7.551785714285714,94.76785714285714,0.4583333333333333
1998-11-03,1998-11-06,24.202976190476193,79.11904761904762,19.979761904761908,0.1142857142857143,0.1142857142857143,0.0,1012.2220238095239,947.0375,40.69642857142857,10.714285714285714,24.970238095238095,54.773809523809526,0.7272619047619048,7.149404761904762,92.92857142857143,0.4583333333333333
1998-11-10,1998-11-13,22.220238095238095,67.44047619047619,15.395238095238096,0.004166666666666667,0.004166666666666667,0.0,1012.2791666666666,946.6696428571429,25.035714285714285,10.744047619047619,25.136904761904763,1.0297619047619047,0.9519642857142857,8.179166666666665,110.81547619047618,0.4583333333333333
1998-11-17,1998-11-20,21.364285714285717,60.85119047619048,12.704166666666666,0.0,0.0,0.0,1012.6613095238096,946.8434523809523,13.636904761904761,4.470238095238096,15.976190476190476,0.04166666666666667,1.113392857142857,6.967261904761904,103.59523809523809,0.4583333333333333
1998-11-24,1998-11-27,20.133928571428573,52.11904761904763,9.15,0.0,0.0,0.0,1014.9541666666667,948.7154761904761,1.7083333333333335,0.1488095238095238,0.9166666666666667,3.4107142857142856,1.2839880952380953,7.903571428571428,98.91666666666666,0.4583333333333333
1998-12-01,1998-12-04,20.798214285714288,51.642857142857146,9.762500000000001,0.0,0.0,0.0,1016.3988095238095,950.2119047619047,5.047619047619047,0.630952380952381,3.1785714285714284,8.482142857142858,1.3292857142857142,9.251785714285715,90.91071428571429,0.4583333333333333
